,STYLE_NAME,STLYE,CT
80771,HONJOZO DOLCETTO,WINE_SUBSTYLE WINE_VARIETAL,18
22912,DORTMUNDER BANANA,BEER_MICRO FLAVOR_STYLE,75
101735,MALT WHISKY CARAMEL,SPIRITS_TYPE FLAVOR_STYLE,77
148279,LIGHT BODY CANNONAU,WINE_SUBSTYLE WINE_VARIETAL,18
159437,STRAWBERRY EDELWEISS,FLAVOR_STYLE WINE_VARIETAL,57
92377,MOSCATO WILD ALE,WINE_VARIETAL BEER_MICRO,211
10292,NAMA ENGLISH PALE ALE,WINE_SUBSTYLE BEER_MICRO,18
167462,WINTER WARMER TUPELO HONEY MEAD,BEER_MICRO WINE_VARIETAL,75
200867,TANGERINE LAMBRUSCO,FLAVOR_STYLE WINE_VARIETAL,57
37493,CHAMPAGNE SCOTTISH ALE,WINE_VARIETAL BEER_MICRO,211
67005,BLENDED SCOTCH WHISKY WHEAT MASH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
78858,DRIED FRUIT BRANDY CHARBONO,SPIRITS_TYPE WINE_VARIETAL,77
162008,ARANDELL NEGRETTE,WINE_VARIETAL WINE_VARIETAL,211
127152,MEDIUM SWEET PORT,WINE_SUBSTYLE WINE_STYLE,18
156568,MANGO PINOT NOIR,FLAVOR_STYLE WINE_VARIETAL,57
122761,BEAUJOLAIS PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
35851,CREAM ALE SCOTCH ALE,BEER_MICRO BEER_MICRO,75
185226,ROCK AND BRANDY VERNACCIA,SPIRITS_TYPE WINE_VARIETAL,77
35010,BLACKBERRY IMPERIAL RED ALE,FLAVOR_STYLE BEER_MICRO,57
205032,COUNOISE CHARDONEL,WINE_VARIETAL WINE_VARIETAL,211
368,TORRONTÉS LAGER,WINE_VARIETAL BEER_STYLE,211
132040,STEUBEN DRY,WINE_VARIETAL WINE_SUBSTYLE,211
175625,AMERICAN PALE ALE VERDICCHIO,BEER_MICRO WINE_VARIETAL,75
58759,WHEATWINE BRANDY,BEER_MICRO SPIRITS_BROAD,75
121070,RIESLING ROCK AND RUM,WINE_VARIETAL SPIRITS_TYPE,211
209720,SAUVIGNON BLANC MAGNOLIA,WINE_VARIETAL WINE_VARIETAL,211
9491,JOHANNISBERG RIESLING SAISON,WINE_VARIETAL BEER_MICRO,211
147520,COLA PINOT GRIGIO,FLAVOR_STYLE WINE_VARIETAL,57
30348,AGLIANCO OAKY,WINE_VARIETAL WINE_SUBSTYLE,211
207992,SAHTI SAUVIGNON GRIS,BEER_MICRO WINE_VARIETAL,75
36613,PINOT MEUNIER DRY STOUT,WINE_VARIETAL BEER_MICRO,211
11017,ORANGE SMOKED PORTER,FLAVOR_STYLE BEER_MICRO,57
87236,TRAMINER STEUBEN,WINE_VARIETAL WINE_VARIETAL,211
64340,TRAMINER RESIDUE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
214713,PINOTAGE MÜLLER-THURGAU,WINE_VARIETAL WINE_VARIETAL,211
164244,MADEIRA MOSCATO,WINE_STYLE WINE_VARIETAL,13
102364,CARIGNAN RASPBERRY,WINE_VARIETAL FLAVOR_STYLE,211
23664,GRAPPA HONEY,WINE_VARIETAL FLAVOR_STYLE,211
10683,BLACKBERRY IMPERIAL or BALTIC PORTER,FLAVOR_STYLE BEER_MICRO,57
100128,EHRENFELSER MANGO,WINE_VARIETAL FLAVOR_STYLE,211
207580,IMPERIAL STOUT ROUGEON,BEER_MICRO WINE_VARIETAL,75
129999,AMARETTO FULL BODY,SPIRITS_TYPE WINE_SUBSTYLE,77
124277,BOURBON LIQUEUR or CORDIAL GIN LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_TYPE,77
51507,VINHO VERDE MELON,WINE_VARIETAL FLAVOR_STYLE,211
104301,LAMBRUSCO GIN,WINE_VARIETAL SPIRITS_BROAD,211
102062,SYMPHONY CARAMEL,WINE_VARIETAL FLAVOR_STYLE,211
134304,COMMANDARIA ARNEIS,WINE_STYLE WINE_VARIETAL,13
223298,PINOT GRIGIO MUSCAT,WINE_VARIETAL WINE_VARIETAL,211
149374,BARLEYWINE EAU DE VIE,BEER_MICRO WINE_VARIETAL,75
97003,BEAUJOLAIS PEACH,WINE_VARIETAL FLAVOR_STYLE,211
72782,ASTI SPUMANTE MADEIRA,WINE_VARIETAL WINE_STYLE,211
28511,TORRONTÉS CURACAO,WINE_VARIETAL SPIRITS_TYPE,211
50721,SOUSHU HUCKLEBERRY,WINE_SUBSTYLE FLAVOR_STYLE,18
132903,AGLIANCO AROMATIC,WINE_VARIETAL WINE_SUBSTYLE,211
106843,MUSCAT CANELLI VODKA,WINE_VARIETAL SPIRITS_TYPE,211
132314,IMPERIAL RED ALE KUNSHU,BEER_MICRO WINE_SUBSTYLE,75
220567,LEMON LA CRESCENT,FLAVOR_STYLE WINE_VARIETAL,57
52021,SCOTTISH ALE PEAR,BEER_MICRO FLAVOR_STYLE,75
167973,BLONDE ALE VALDIGUIÉ,BEER_MICRO WINE_VARIETAL,75
181549,DOLCETTO SYRAH,WINE_VARIETAL WINE_VARIETAL,211
70192,BARLEYWINE KIRSCHWASSER,BEER_MICRO SPIRITS_TYPE,75
101026,PROSECCO PINEAPPLE,WINE_VARIETAL FLAVOR_STYLE,211
159978,MARECHAL FOCH ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
140070,GEISENHEIM MARC,WINE_VARIETAL WINE_VARIETAL,211
119815,WHEATWINE ROCK AND RYE,BEER_MICRO SPIRITS_TYPE,75
59055,MUSCADET BRANDY,WINE_VARIETAL SPIRITS_BROAD,211
110218,HEFEWEIZEN BLENDED LIGHT WHISKY,BEER_MICRO SPIRITS_TYPE,75
58645,CHARDONNAY WHISKY,WINE_VARIETAL SPIRITS_BROAD,211
214317,SPIRIT WHISKY TORRONTÉS,SPIRITS_TYPE WINE_VARIETAL,77
98273,AMBER or RED LAGER ORANGE,BEER_MICRO FLAVOR_STYLE,75
41111,AMERICAN PALE ALE LIGHT LAGER,BEER_MICRO BEER_MICRO,75
35757,VERMENTINO STEAM BEER or CALIFORNIA COMMON,WINE_VARIETAL BEER_MICRO,211
218473,CIDER MANZANILLA,BEER_STYLE WINE_VARIETAL,8
119547,AGLIANCO ARMAGNAC,WINE_VARIETAL SPIRITS_TYPE,211
138562,CURACAO GATTINARA,SPIRITS_TYPE WINE_VARIETAL,77
107800,MALVASIA WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
149233,LIGHT BODY CHAMBOURCIN,WINE_SUBSTYLE WINE_VARIETAL,18
46389,PASSIONFRUIT VARIETY,FLAVOR_STYLE FLAVOR_BROAD,57
80308,BEAUJOLAIS CLARET,WINE_VARIETAL WINE_VARIETAL,211
218341,NOBLE MUSCADINE ORTEGA,WINE_VARIETAL WINE_VARIETAL,211
181446,SOUR ALE SYRAH,BEER_MICRO WINE_VARIETAL,75
67313,DISTILLED SPIRITS SPECIALTY DRIED FRUIT BRANDY,SPIRITS_BROAD SPIRITS_TYPE,13
130466,RUM LIQUEUR or CORDIAL MEDIUM SWEET,SPIRITS_TYPE WINE_SUBSTYLE,77
125014,MILD ALE CREME DE,BEER_MICRO SPIRITS_TYPE,75
104823,ST. PEPIN AQUAVIT,WINE_VARIETAL SPIRITS_BROAD,211
220367,LEMBERGER CHOKECHERRY,WINE_VARIETAL WINE_VARIETAL,211
24161,TEMPRANILLO CHOCOLATE,WINE_VARIETAL FLAVOR_STYLE,211
163384,ROCK AND RUM SCHEUREBE,SPIRITS_TYPE WINE_VARIETAL,77
15111,SCHEUREBE WITBIER,WINE_VARIETAL BEER_MICRO,211
207741,ARAK ROUGEON,SPIRITS_TYPE WINE_VARIETAL,77
78608,SIEGERREBE CAVA,WINE_VARIETAL WINE_VARIETAL,211
203460,RED PORT,WINE_STYLE WINE_VARIETAL,13
67359,VARIETY DRIED FRUIT BRANDY,FLAVOR_BROAD SPIRITS_TYPE,5
112167,CHOCOLATE or COCOA BEER SPIRIT WHISKY,BEER_MICRO SPIRITS_TYPE,75
188925,TRIPEL COUNOISE,BEER_MICRO WINE_VARIETAL,75
154099,SCOTTISH ALE CASTEL,BEER_MICRO WINE_VARIETAL,75
194794,ERBALUCE MEDIUM BODY,WINE_VARIETAL WINE_SUBSTYLE,211
22784,KATELYN BUTTERSCOTCH,WINE_VARIETAL FLAVOR_STYLE,211
178330,LIGHT BODY GARGANEGA,WINE_SUBSTYLE WINE_VARIETAL,18
151007,NAMA SOUZÃO,WINE_SUBSTYLE WINE_VARIETAL,18
143250,ROCK AND BRANDY SOVEREIGN OPAL,SPIRITS_TYPE WINE_VARIETAL,77
115436,HYBRID or SPECIALTY BEER STRAIGHT MALT WHISKY,BEER_STYLE SPIRITS_TYPE,8
105575,HONJOZO DISTILLED SPIRITS SPECIALTY,WINE_SUBSTYLE SPIRITS_BROAD,18
21630,MADEIRA WILD BERRY,WINE_VARIETAL FLAVOR_STYLE,211
187397,JUKUSHU SAUTERNS,WINE_SUBSTYLE WINE_VARIETAL,18
182112,GARGANEGA TRIOMPHE D’ALSACE,WINE_VARIETAL WINE_VARIETAL,211
14779,RUBY CABERNET WHEATWINE,WINE_VARIETAL BEER_MICRO,211
212725,VIDAL BLANC CORTESE,WINE_VARIETAL WINE_VARIETAL,211
78006,AMARETTO BARBARESCO,SPIRITS_TYPE WINE_VARIETAL,77
16619,VODKA BARLEYWINE,SPIRITS_TYPE BEER_MICRO,77
197345,VERNACCIA TOKAY,WINE_VARIETAL WINE_VARIETAL,211
128713,BLENDED APPLEJACK VINS DOUX NATURELS,SPIRITS_BROAD WINE_STYLE,13
147680,CHAMPAGNE PINOT GRIGIO,WINE_VARIETAL WINE_VARIETAL,211
57089,CHÂTEAUNEUF-DU-PAPE COCONUT,WINE_VARIETAL FLAVOR_STYLE,211
119496,ARAK ARMAGNAC,SPIRITS_TYPE SPIRITS_TYPE,77
118017,GUAVA FRUIT BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
134365,MARSANNE ARNEIS,WINE_VARIETAL WINE_VARIETAL,211
98682,GRENACHE ORANGE,WINE_VARIETAL FLAVOR_STYLE,211
175324,MOSCATEL DE SETUBAL SHIRAZ,WINE_STYLE WINE_VARIETAL,13
219134,CRANBERRY STEEN,FLAVOR_STYLE WINE_VARIETAL,57
112551,NERO D’AVOLA SPIRIT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
23290,CARMENERE BANANA,WINE_VARIETAL FLAVOR_STYLE,211
110186,L’ACADIE BLANC MALT MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
134917,REDISTILLED GIN AUSLESE,SPIRITS_TYPE WINE_VARIETAL,77
159541,BLENDED RYE WHISKY EDELWEISS,SPIRITS_TYPE WINE_VARIETAL,77
47819,STRAWBERRY CHERRY,FLAVOR_STYLE FLAVOR_STYLE,57
94977,CARAMEL LIME,FLAVOR_STYLE FLAVOR_STYLE,57
54703,CAVA TANGERINE,WINE_VARIETAL FLAVOR_STYLE,211
220799,PORT LA CRESCENT,WINE_VARIETAL WINE_VARIETAL,211
13777,KIR OLD ALE,WINE_VARIETAL BEER_MICRO,211
122984,MADELEINE ANGEVINE PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
104292,PETIT MANSENG GIN,WINE_VARIETAL SPIRITS_BROAD,211
222501,STRAIGHT RYE MALT WHISKY TOURIGA NACIONAL,SPIRITS_TYPE WINE_VARIETAL,77
153373,ROCK AND BOURBON SAUVIGNON BLANC,SPIRITS_TYPE WINE_VARIETAL,77
125266,MALBEC CREME DE,WINE_VARIETAL SPIRITS_TYPE,211
45807,ADJUNCT LAGER SHANDY,BEER_MICRO BEER_MICRO,75
37792,PAPAYA RED ALE,FLAVOR_STYLE BEER_MICRO,57
112333,ARMAGNAC SPIRIT WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
208878,MONTEPULCIANO TRAMINETTE,WINE_VARIETAL WINE_VARIETAL,211
67194,NIGORI WHEAT MASH WHISKY,WINE_SUBSTYLE SPIRITS_TYPE,18
164052,TREBBIANO TEROLDEGO,WINE_VARIETAL WINE_VARIETAL,211
225975,ST. VINCENT DELAWARE,WINE_VARIETAL WINE_VARIETAL,211
48114,NIGORI CHERRY,WINE_SUBSTYLE FLAVOR_STYLE,18
86339,HYBRID or SPECIALTY BEER MARQUETTE,BEER_STYLE WINE_VARIETAL,8
1214,ROSÉ HYBRID or SPECIALTY BEER,WINE_STYLE BEER_STYLE,13
21577,MANGO WILD BERRY,FLAVOR_STYLE FLAVOR_STYLE,57
63079,COCONUT COMPOUNDED GIN,FLAVOR_STYLE SPIRITS_TYPE,57
212506,KUMMEL CORTESE,SPIRITS_TYPE WINE_VARIETAL,77
58703,ENGLISH STRONG BITTER (ESB) BRANDY,BEER_MICRO SPIRITS_BROAD,75
116854,CONCORD SLIVOVITZ,WINE_VARIETAL SPIRITS_TYPE,211
117798,NERO D’AVOLA BLENDED BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
15762,PUMPKIN ALE BRETT,BEER_MICRO BEER_MICRO,75
64280,AUSLESE RESIDUE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
65131,WHITE SAMBUCA,WINE_STYLE SPIRITS_TYPE,13
79731,CHOCOLATE or COCOA BEER CHENIN BLANC,BEER_MICRO WINE_VARIETAL,75
116908,KRISTALLWEIZEN GRAPPA BRANDY,BEER_MICRO SPIRITS_TYPE,75
168751,PETIT VERDOT VERDELHO,WINE_VARIETAL WINE_VARIETAL,211
58408,ADVOCAAT WHISKY,SPIRITS_BROAD SPIRITS_BROAD,13
114897,BLANC DE BLANCS NEUTRAL BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
128303,DORNFELDER MOSCATEL DE SETUBAL,WINE_VARIETAL WINE_STYLE,211
199176,COMMANDARIA MALBEC,WINE_STYLE WINE_VARIETAL,13
133177,BIERE DE GARDE ALBARIÑO,BEER_MICRO WINE_VARIETAL,75
102802,CREME DE APRICOT,SPIRITS_TYPE FLAVOR_STYLE,77
9505,REFOSCO SAISON,WINE_VARIETAL BEER_MICRO,211
2413,SCOTTISH ALE OTHER FLAVORED MALT BEVERAGES,BEER_MICRO BEER_STYLE,75
32214,AMARETTO AMBER or RED LAGER,SPIRITS_TYPE BEER_MICRO,77
834,BLAUFRÄNKISCH ALE,WINE_VARIETAL BEER_STYLE,211
205671,NEW ENGLAND IPA KATELYN,BEER_MICRO WINE_VARIETAL,75
122762,SHERRY PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
121211,GRAPE   AMARETTO,FLAVOR_STYLE SPIRITS_TYPE,57
206063,L’ACADIE BLANC KATELYN,WINE_VARIETAL WINE_VARIETAL,211
173650,WEIZENBOCK SYMPHONY,BEER_MICRO WINE_VARIETAL,75
22419,LAGER BUTTERSCOTCH,BEER_STYLE FLAVOR_STYLE,8
143609,ENGLISH STRONG BITTER (ESB) CABERNET SAUVIGNON,BEER_MICRO WINE_VARIETAL,75
177129,AMARONE CONCORD,WINE_VARIETAL WINE_VARIETAL,211
190830,KOLSCH GINGER,BEER_MICRO FLAVOR_STYLE,75
13163,CABERNET FRANC OATMEAL STOUT,WINE_VARIETAL BEER_MICRO,211
95042,STRAWBERRY LIME,FLAVOR_STYLE FLAVOR_STYLE,57
111259,RASPBERRY BLENDED WHEAT WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
50182,STEAM BEER or CALIFORNIA COMMON LICORICE,BEER_MICRO FLAVOR_STYLE,75
22936,MILD ALE BANANA,BEER_MICRO FLAVOR_STYLE,75
175215,MADEIRA SHIRAZ,WINE_STYLE WINE_VARIETAL,13
50539,LOUISE SWENSON LICORICE,WINE_VARIETAL FLAVOR_STYLE,211
182225,AMBER or RED LAGER RIESLING,BEER_MICRO WINE_VARIETAL,75
136681,WHITE BLUSH,WINE_STYLE WINE_VARIETAL,13
142979,TUPELO HONEY MEAD GREEN HUNGARIAN,WINE_VARIETAL WINE_VARIETAL,211
135653,IMPERIAL RED ALE BEAUJOLAIS,BEER_MICRO WINE_VARIETAL,75
146161,BANANA GEWÜRZTRAMINER,FLAVOR_STYLE WINE_VARIETAL,57
206900,MADELEINE SYLVANER MUSCAT OTTONEL,WINE_VARIETAL WINE_VARIETAL,211
140749,KELLERBIER or ZWICKELBIER NEBBIOLO,BEER_MICRO WINE_VARIETAL,75
191998,CANADIAN WHISKY TEQUILA,SPIRITS_TYPE SPIRITS_BROAD,77
133595,WINTER WARMER ALIGOTÉ,BEER_MICRO WINE_VARIETAL,75
46950,LICORICE BLACK CHERRY,FLAVOR_STYLE FLAVOR_STYLE,57
97469,ALBARIÑO BLUE RASPBERRY,WINE_VARIETAL FLAVOR_STYLE,211
186278,NEUTRAL BRANDY AUXERROIS,SPIRITS_TYPE WINE_VARIETAL,77
56411,MAPLE PASSIONFRUIT,FLAVOR_STYLE FLAVOR_STYLE,57
199591,HUCKLEBERRY AGLIANCO,FLAVOR_STYLE WINE_VARIETAL,57
60030,COGNAC RYE WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
150534,BANYLUS ELDERBERRY,WINE_VARIETAL WINE_VARIETAL,211
185784,SAMBUCA CHAMPAGNE,SPIRITS_TYPE WINE_VARIETAL,77
4782,VIENNA LAGER MARZEN or OKTOBERFEST,BEER_MICRO BEER_MICRO,75
30782,CALVADOS CIDER,SPIRITS_TYPE BEER_STYLE,77
150630,GARGANEGA ELDERBERRY,WINE_VARIETAL WINE_VARIETAL,211
135453,TANNAT BARDOLINO,WINE_VARIETAL WINE_VARIETAL,211
38192,ENGLISH STRONG BITTER (ESB) BLONDE ALE,BEER_MICRO BEER_MICRO,75
164832,COMMANDARIA PINOT MEUNIER,WINE_STYLE WINE_VARIETAL,13
55556,SCOTCH WHISKY WATERMELON,SPIRITS_TYPE FLAVOR_STYLE,77
79971,ARNEIS CHENIN BLANC,WINE_VARIETAL WINE_VARIETAL,211
7642,DUNKEL MILD ALE,BEER_MICRO BEER_MICRO,75
130503,BOAL MEDIUM SWEET,WINE_VARIETAL WINE_SUBSTYLE,211
39220,HIBISCUS ADJUNCT LAGER,FLAVOR_STYLE BEER_MICRO,57
117996,MUSCAT OTTONEL FRUIT BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
84085,GRAIN SPIRITS SHERRY,SPIRITS_TYPE WINE_VARIETAL,77
97927,GIN LIQUEUR or CORDIAL MINT,SPIRITS_TYPE FLAVOR_STYLE,77
67863,NEURTAL BLENDED RYE WHISKY,SPIRITS_BROAD SPIRITS_TYPE,13
20187,DRIED FRUIT BRANDY SAVORY,SPIRITS_TYPE FLAVOR_BROAD,77
166353,BLAUFRÄNKISCH FRONTENAC,WINE_VARIETAL WINE_VARIETAL,211
7373,CORN WHISKY INDIA PALE LAGER or IPL,SPIRITS_TYPE BEER_MICRO,77
207226,ALMOND PERIQUITA,FLAVOR_STYLE WINE_VARIETAL,57
53019,CHOCOLATE or COCOA BEER COLA,BEER_MICRO FLAVOR_STYLE,75
128041,HUCKLEBERRY MOSCATEL DE SETUBAL,FLAVOR_STYLE WINE_STYLE,57
178780,VERDELHO GEISENHEIM,WINE_VARIETAL WINE_VARIETAL,211
26739,AMERICAN LAGER STRIAGHT BOURBON WHISKY,BEER_MICRO SPIRITS_TYPE,75
111266,MAPLE BLENDED WHEAT WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
222065,ROSÉ MULLED WINE,WINE_STYLE WINE_VARIETAL,13
204245,AMERICAN PALE ALE CAYUGA (WHITE),BEER_MICRO WINE_VARIETAL,75
190346,OATMEAL STOUT BLAUFRÄNKISCH,BEER_MICRO WINE_VARIETAL,75
108500,BLENDED LIGHT WHISKY CORN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
203462,ROSÉ PORT,WINE_STYLE WINE_VARIETAL,13
141691,WEIZENBOCK ARAK,BEER_MICRO WINE_VARIETAL,75
109543,NORTON BOURBON MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
53915,RAUCHBIER PUMPKIN,BEER_MICRO FLAVOR_STYLE,75
197994,IMPERIAL or BALTIC PORTER AURORE,BEER_MICRO WINE_VARIETAL,75
70968,ACAI SLUE GIN,WINE_VARIETAL SPIRITS_TYPE,211
21323,CINSAUT APPLE,WINE_VARIETAL FLAVOR_STYLE,211
131627,CANNONAU SOUSHU,WINE_VARIETAL WINE_SUBSTYLE,211
149777,L’ACADIE BLANC EAU DE VIE,WINE_VARIETAL WINE_VARIETAL,211
147776,ZWEIGELT PINOT GRIGIO,WINE_VARIETAL WINE_VARIETAL,211
35863,WHEATWINE SCOTCH ALE,BEER_MICRO BEER_MICRO,75
123637,BIERE DE GARDE POMACE or MARC BRANDY,BEER_MICRO SPIRITS_TYPE,75
3285,EAU DE VIE SELTZERS,WINE_VARIETAL BEER_STYLE,211
141002,CHAMPAGNE NEBBIOLO,WINE_VARIETAL WINE_VARIETAL,211
205774,MIXED KATELYN,FLAVOR_BROAD WINE_VARIETAL,5
181294,KELLERBIER or ZWICKELBIER SYRAH,BEER_MICRO WINE_VARIETAL,75
138919,MANGO GRAPPA,FLAVOR_STYLE WINE_VARIETAL,57
132385,ROCK AND BOURBON KUNSHU,SPIRITS_TYPE WINE_SUBSTYLE,77
157541,GIN UGNI BLANC,SPIRITS_BROAD WINE_VARIETAL,13
194839,BLENDED RYE WHISKY MEDIUM BODY,SPIRITS_TYPE WINE_SUBSTYLE,77
216951,MARQUIS MADELEINE SYLVANER,WINE_VARIETAL WINE_VARIETAL,211
188644,SLUE GIN RAYON D'OR,SPIRITS_TYPE WINE_VARIETAL,77
207703,ALMOND ROUGEON,FLAVOR_STYLE WINE_VARIETAL,57
27909,BLENDED STRIAGHT WHISKY REDISTILLED GIN,SPIRITS_TYPE SPIRITS_TYPE,77
169303,MUSCADINE VIVANT,WINE_VARIETAL WINE_VARIETAL,211
145778,MERLOT FUMÉ BLANC,WINE_VARIETAL WINE_VARIETAL,211
44013,NEURTAL NEW ENGLAND IPA,SPIRITS_BROAD BEER_MICRO,13
42399,EAU DE VIE BELGIAN PALE ALE,WINE_VARIETAL BEER_MICRO,211
103376,VERNACCIA GRAPE  ,WINE_VARIETAL FLAVOR_STYLE,211
156829,AURORE PINOT NOIR,WINE_VARIETAL WINE_VARIETAL,211
39339,BLENDED SCOTCH WHISKY ADJUNCT LAGER,SPIRITS_TYPE BEER_MICRO,77
103579,MILK STOUT STRAWBERRY,BEER_MICRO FLAVOR_STYLE,75
149725,MEAD EAU DE VIE,WINE_VARIETAL WINE_VARIETAL,211
103903,CARMENERE STRAWBERRY,WINE_VARIETAL FLAVOR_STYLE,211
149328,AMERICAN LAGER EAU DE VIE,BEER_MICRO WINE_VARIETAL,75
2972,PEANUT BUTTER SELTZERS,FLAVOR_STYLE BEER_STYLE,57
148878,CARAMEL CHAMBOURCIN,FLAVOR_STYLE WINE_VARIETAL,57
131841,BLACKBERRY DRY,FLAVOR_STYLE WINE_SUBSTYLE,57
101387,PORT ACAI,WINE_STYLE FLAVOR_STYLE,13
160355,DRY STOUT MALVASIA,BEER_MICRO WINE_VARIETAL,75
226783,ALMOND ALICANTE BOUSCHET,FLAVOR_STYLE WINE_VARIETAL,57
43074,SPIRIT WHISKY TRIPEL,SPIRITS_TYPE BEER_MICRO,77
2765,SIEGERREBE OTHER FLAVORED MALT BEVERAGES,WINE_VARIETAL BEER_STYLE,211
129237,RKATSITELI MARSALA,WINE_VARIETAL WINE_STYLE,211
1541,PEANUT BUTTER KOMBUCHA,FLAVOR_STYLE BEER_STYLE,57
157921,KELLERBIER or ZWICKELBIER CHANCELLOR (NOIR),BEER_MICRO WINE_VARIETAL,75
59946,MULLED WINE RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
27472,BRUNELLO BLENDED IRISH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
20991,KOMBUCHA APPLE,BEER_STYLE FLAVOR_STYLE,8
183024,ARAK PINOT GRIS,WINE_VARIETAL WINE_VARIETAL,211
205042,LIGHT BODY CHARDONEL,WINE_SUBSTYLE WINE_VARIETAL,18
89031,GEISENHEIM WINTER WARMER,WINE_VARIETAL BEER_MICRO,211
130912,ADVOCAAT NAMA,SPIRITS_BROAD WINE_SUBSTYLE,13
46737,VINHO VERDE VARIETY,WINE_VARIETAL FLAVOR_BROAD,211
131001,MERITAGE NAMA,WINE_VARIETAL WINE_SUBSTYLE,211
29332,STRAIGHT RYE WHISKY SCOTCH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
77924,SHERRY BARBARESCO,WINE_VARIETAL WINE_VARIETAL,211
32376,BLANC DE BLANCS AMBER or RED LAGER,WINE_VARIETAL BEER_MICRO,211
124891,CARMENERE APPLE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
107779,LOUISE SWENSON WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
58436,BLENDED MALT WHISKY WHISKY,SPIRITS_TYPE SPIRITS_BROAD,77
17558,SOUZÃO KELLERBIER or ZWICKELBIER,WINE_VARIETAL BEER_MICRO,211
62257,CREME DE RYE MASH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
187871,DRY ACAI,WINE_SUBSTYLE WINE_VARIETAL,18
120811,WHISKY ROCK AND RUM,SPIRITS_BROAD SPIRITS_TYPE,13
74099,CHARBONO DIAGINJO,WINE_VARIETAL WINE_SUBSTYLE,211
3771,ROUSSANNE MAIBOCK or HELLES BOCK,WINE_VARIETAL BEER_MICRO,211
46228,STEEN SHANDY,WINE_VARIETAL BEER_MICRO,211
83029,HEFEWEIZEN SEYVAL BLANC,BEER_MICRO WINE_VARIETAL,75
4655,AUSLESE DUNKEL,WINE_VARIETAL BEER_MICRO,211
38098,BARDOLINO RED ALE,WINE_VARIETAL BEER_MICRO,211
58382,APPLE WHISKY,FLAVOR_STYLE SPIRITS_BROAD,57
11434,STAR THISTLE HONEY MEAD SMOKED PORTER,WINE_VARIETAL BEER_MICRO,211
98185,BLENDED APPLEJACK MINT,SPIRITS_BROAD FLAVOR_STYLE,13
224912,RUM LIQUEUR or CORDIAL NIGORI,SPIRITS_TYPE WINE_SUBSTYLE,77
294,MOURVEDRE LAGER,WINE_VARIETAL BEER_STYLE,211
172106,SOUZÃO DORNFELDER,WINE_VARIETAL WINE_VARIETAL,211
128411,GOSE VINS DOUX NATURELS,BEER_MICRO WINE_STYLE,75
187319,CINSAUT SAUTERNS,WINE_VARIETAL WINE_VARIETAL,211
177229,SHERRY CONCORD,WINE_STYLE WINE_VARIETAL,13
128692,PROSECCO VINS DOUX NATURELS,WINE_VARIETAL WINE_STYLE,211
158571,KIWI CRÉMANT,FLAVOR_STYLE WINE_VARIETAL,57
78218,DORNFELDER BARBARESCO,WINE_VARIETAL WINE_VARIETAL,211
85474,SHANDY VOUVRAY,BEER_MICRO WINE_VARIETAL,75
205704,GRAPEFRUIT KATELYN,FLAVOR_STYLE WINE_VARIETAL,57
131042,VERNACCIA NAMA,WINE_VARIETAL WINE_SUBSTYLE,211
1737,PETIT MANSENG KOMBUCHA,WINE_VARIETAL BEER_STYLE,211
39029,ELDERBERRY SAHTI,WINE_VARIETAL BEER_MICRO,211
20365,SOAVE SAVORY,WINE_VARIETAL FLAVOR_BROAD,211
146429,DORNFELDER GEWÜRZTRAMINER,WINE_VARIETAL WINE_VARIETAL,211
117174,GEISENHEIM GRAPPA BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
36113,KERNER SCOTCH ALE,WINE_VARIETAL BEER_MICRO,211
77028,SAMBUCA ASTI SPUMANTE,SPIRITS_TYPE WINE_VARIETAL,77
107658,ARAK WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
